x1,x2,x3,x4,x5,x6,x7,x8,x9,y
55,78,64,60,92,19,67,52,24,1
60,14,89,75,15,62,82,40,88,0
65,6,82,94,83,43,30,29,15,0
11,97,61,16,55,5,66,22,89,1
89,58,78,25,81,96,32,17,43,1
3,36,4,63,35,25,39,79,29,1
41,51,31,83,18,14,45,5,67,1
8,54,93,85,3,36,52,0,10,0
91,49,11,62,88,78,66,23,96,1
49,49,19,28,6,99,28,44,39,1
55,64,82,54,75,25,18,92,36,1
82,64,98,22,98,29,47,70,97,1
6,70,49,64,37,36,42,72,5,1
87,41,55,62,61,74,42,21,87,1
34,99,84,56,68,86,86,49,44,1
69,12,10,61,95,2,96,30,8,1
41,64,53,35,9,32,90,62,8,1
86,24,96,17,74,57,28,47,13,1
32,74,51,50,78,80,44,1,27,1
81,14,100,47,98,67,64,13,39,0
0,45,4,91,85,59,10,74,91,1
28,52,11,37,48,92,47,21,13,1
20,93,56,72,39,40,40,83,84,1
31,51,17,42,21,12,72,6,29,1
46,74,53,94,32,84,81,100,93,1
24,71,14,95,36,33,24,56,74,1
97,49,47,68,88,48,62,2,62,1
2,76,59,20,91,13,98,95,57,1
76,33,73,5,3,7,15,45,15,1
80,72,64,62,86,10,0,25,48,1
39,96,3,88,77,41,37,58,31,1
66,38,84,3,73,49,43,23,72,1
92,77,76,69,89,74,32,76,11,1
82,41,46,84,67,78,87,92,17,1
30,7,44,48,94,7,64,18,80,0
65,24,38,62,17,69,70,19,38,1
43,47,66,78,41,45,55,48,52,1
15,66,50,35,3,78,42,93,47,1
39,93,68,10,73,29,54,97,11,1
91,85,25,96,17,61,73,9,26,1
64,35,6,39,17,59,13,5,12,1
66,48,55,94,21,36,95,46,6,1
66,55,74,76,22,19,77,38,97,1
70,31,40,85,87,47,52,41,86,1
1,75,77,65,3,32,46,67,27,0
7,72,73,25,70,75,48,59,37,1
95,89,74,43,80,66,69,65,3,1
63,8,88,55,27,95,69,19,90,0
16,97,45,21,44,93,7,53,7,1
38,25,38,28,91,86,5,8,91,1
85,19,21,41,99,92,25,37,57,1
22,30,73,66,48,48,32,37,64,0
23,85,82,50,12,100,71,57,31,1
87,17,55,83,68,36,75,51,8,1
83,62,35,0,96,60,89,44,9,1
24,18,24,33,73,30,56,2,31,1
58,43,20,95,43,3,57,82,79,1
97,72,81,5,8,52,52,68,11,1
75,56,58,43,73,27,2,34,40,1
70,3,33,1,59,89,68,72,0,1
96,17,12,18,15,64,62,97,11,1
44,99,82,53,38,33,81,51,43,1
53,30,46,87,95,43,94,26,89,1
33,22,83,25,100,42,35,13,77,0
87,67,38,71,0,41,65,80,57,1
3,66,79,40,63,55,40,60,86,0
67,74,43,97,9,61,35,58,99,1
78,3,84,51,77,9,75,36,94,0
13,7,56,100,29,69,54,30,44,0
51,6,15,71,60,86,83,19,32,1
85,24,36,95,0,79,1,31,69,1
68,25,58,38,88,99,37,68,26,1
79,91,11,20,38,35,62,89,72,1
64,23,87,7,66,99,84,91,25,0
6,67,47,72,24,3,71,66,52,1
68,98,83,21,98,84,77,21,34,1
61,60,3,35,86,50,4,52,96,1
44,65,14,55,5,10,66,0,32,1
64,36,1,2,75,98,37,27,53,1
43,53,67,89,44,78,92,96,7,1
69,56,8,29,56,60,99,11,25,1
33,78,92,32,7,26,36,51,17,1
96,62,63,31,68,89,52,71,37,1
80,23,71,28,86,15,26,86,29,1
76,70,87,54,93,96,62,22,51,1
40,36,72,37,82,80,36,86,15,1
96,58,52,80,2,8,74,5,56,1
28,58,100,96,11,94,52,19,88,0
98,93,72,95,93,80,7,80,78,1
80,55,74,45,20,44,38,79,35,1
50,37,40,60,44,60,69,42,54,1
66,10,16,14,39,3,98,24,77,1
41,14,72,98,91,23,99,45,5,0
59,22,22,18,16,72,36,41,83,1
15,37,38,38,76,63,9,73,67,1
42,38,28,77,27,83,100,3,2,1
87,36,32,50,13,51,98,80,98,1
7,74,51,28,9,41,12,40,5,1
77,56,0,32,68,9,21,13,91,1
84,87,35,21,74,77,0,24,47,1
37,3,92,60,96,37,27,79,9,0
20,76,48,33,38,64,93,71,84,1
85,29,78,5,53,33,2,15,29,1
33,63,15,39,43,76,83,79,26,1
12,65,99,69,17,58,75,61,33,0
18,61,40,52,51,16,18,15,39,1
62,21,10,38,100,61,78,57,43,1
21,61,56,61,14,11,20,64,87,1
23,37,92,96,22,31,53,30,5,0
27,51,40,29,97,65,92,4,21,1
44,27,50,40,7,78,19,75,25,1
12,91,70,94,75,55,7,16,45,1
84,11,98,75,3,17,99,60,40,0
47,44,90,82,9,62,50,92,80,1
14,96,40,22,91,14,89,47,24,1
99,61,53,92,79,1,0,79,88,1
16,13,8,69,0,55,52,92,62,1
49,51,92,58,5,97,7,95,73,1
18,91,91,17,90,61,66,85,73,1
26,0,9,30,78,34,45,19,60,1
69,63,4,26,31,11,52,68,49,1
22,92,47,72,8,49,75,100,42,1
11,3,74,24,99,92,53,96,83,0
44,62,3,22,27,11,74,15,12,1
40,42,30,30,33,35,7,27,28,1
94,24,42,74,72,52,80,1,91,1
14,12,61,53,55,37,68,64,17,0
47,51,93,1,5,35,43,30,6,1
61,30,17,28,54,78,65,69,28,1
8,26,100,19,90,52,79,11,25,0
91,22,8,88,40,93,93,80,32,1
88,63,79,76,82,31,70,59,10,1
12,92,3,41,7,65,51,70,29,1
8,4,8,12,17,85,33,21,64,1
25,20,1,50,53,18,46,44,83,1
6,16,50,41,62,70,6,10,13,0
37,85,59,71,52,53,18,12,83,1
24,48,40,84,4,83,14,26,97,1
64,72,65,77,29,47,30,18,68,1
87,64,93,97,21,52,5,23,16,1
2,73,100,87,95,45,98,74,11,0
9,86,33,81,29,72,38,45,14,1
82,99,100,31,54,100,54,98,51,1
16,83,16,75,17,96,79,73,70,1
12,65,84,51,17,45,83,81,0,0
86,6,43,63,91,71,56,82,24,1
11,83,38,9,32,99,25,68,83,1
40,28,16,4,0,60,18,68,19,1
17,9,48,99,85,43,17,50,65,0
70,51,41,66,36,94,64,61,59,1
72,46,50,68,82,1,90,9,49,1
22,42,82,84,37,3,99,58,72,0
33,17,61,86,35,58,15,75,49,0
82,66,4,65,20,90,61,20,31,1
81,69,40,20,3,92,95,48,76,1
22,60,11,88,44,31,6,59,5,1
89,76,49,55,74,92,68,71,88,1
82,29,30,38,18,16,28,39,40,1
0,27,1,81,39,54,6,1,10,1
60,11,64,30,57,90,96,5,76,1
17,8,60,63,85,9,71,86,88,0
94,80,80,15,21,29,63,90,65,1
89,13,62,74,98,50,98,95,55,1
15,16,69,99,89,57,92,96,17,0
25,94,55,56,99,5,8,19,3,1
99,81,43,92,87,74,32,70,58,1
16,84,39,60,82,18,44,1,12,1
57,15,87,55,5,9,65,43,55,0
49,9,64,84,25,99,19,60,71,0
13,48,34,13,5,45,46,42,74,1
19,76,86,88,41,32,3,52,6,1
82,48,17,65,15,100,79,26,63,1
57,82,31,49,52,76,40,69,92,1
91,48,10,19,62,32,100,17,51,1
48,74,32,62,68,83,65,24,96,1
82,4,96,15,87,52,16,72,10,0
38,85,25,69,98,90,58,45,92,1
84,25,84,21,34,42,62,57,77,1
98,37,70,93,4,9,36,24,66,1
52,48,3,42,66,96,64,48,0,1
53,81,58,96,95,30,20,70,22,1
5,78,68,34,59,28,64,66,15,1
3,35,32,99,23,92,14,49,58,1
87,56,72,38,49,19,50,21,38,1
13,36,12,78,1,82,33,90,38,1
74,59,17,74,11,54,91,27,39,1
81,49,34,16,57,17,39,50,7,1
11,5,20,76,27,82,20,69,21,0
12,37,73,32,26,55,7,11,45,0
27,94,60,6,42,19,73,33,58,1
62,52,9,52,85,61,84,35,92,1
36,13,61,59,90,44,86,33,45,0
57,100,27,5,56,37,84,19,65,1
97,18,67,13,39,46,27,24,65,1
13,79,92,58,2,1,5,34,22,0
73,10,4,23,57,70,2,35,8,1
55,49,48,73,84,90,12,100,30,1
69,74,49,42,40,7,61,4,62,1
4,38,37,81,49,61,18,29,13,1
19,24,30,50,77,64,67,96,46,1
2,4,0,84,77,41,83,97,78,1
95,58,74,10,29,40,47,16,14,1
1,24,92,30,94,23,37,95,48,0
82,60,61,86,91,40,15,99,85,1
32,8,87,46,72,33,52,94,41,0
73,3,23,72,41,18,28,20,21,1
100,30,85,95,18,52,24,97,98,1
60,8,34,84,53,38,24,8,69,1
81,0,43,65,100,76,86,18,60,1
0,30,94,50,28,74,19,83,73,0
53,48,29,65,18,61,98,95,100,1
55,32,45,30,95,23,36,50,71,1
99,33,97,78,84,7,15,76,8,1
83,40,2,92,94,3,33,50,44,1
40,35,47,1,49,4,64,11,93,1
14,30,80,42,23,49,85,18,12,0
68,85,56,93,70,31,57,36,23,1
93,48,32,12,68,92,12,60,18,1
83,36,55,95,34,93,33,18,5,1
17,64,43,84,79,1,17,16,80,1
73,43,19,17,29,49,10,33,85,1
37,51,21,96,98,69,35,48,30,1
54,88,41,12,86,73,61,85,89,1
34,69,40,87,70,20,73,12,4,1
0,64,28,96,23,72,30,1,18,1
80,7,41,10,29,61,68,95,79,1
98,66,86,98,4,77,19,71,41,1
40,4,21,44,62,38,46,73,2,1
16,23,95,44,48,8,8,61,73,0
79,95,22,93,89,50,70,62,35,1
46,97,90,98,65,85,93,36,85,1
19,49,38,16,9,0,78,29,39,1
14,59,72,24,62,71,44,28,99,1
27,19,5,58,86,17,77,77,29,1
49,66,46,71,18,40,5,58,89,1
89,55,91,30,61,91,93,48,41,1
99,49,11,18,5,5,85,71,54,1
17,77,19,39,100,14,78,65,66,1
96,1,45,65,54,27,98,18,71,1
98,18,25,1,55,38,67,26,66,1
35,16,46,39,13,8,26,60,59,1
91,19,99,43,96,83,35,1,94,1
48,71,93,15,78,7,60,95,55,1
64,57,7,0,57,22,39,38,7,1
61,9,74,52,24,16,18,2,44,0
6,78,22,4,90,79,24,70,99,1
28,98,5,66,5,63,64,4,38,1
98,58,82,29,17,50,10,69,12,1
79,75,6,24,23,19,18,74,67,1
46,74,53,18,7,84,1,99,46,1
45,47,69,36,92,12,79,35,79,1
13,15,58,35,69,91,23,26,63,0
54,31,53,73,63,39,37,9,35,1
73,6,40,3,52,100,43,22,43,1
37,23,34,80,19,30,33,48,97,1
42,79,43,15,64,63,99,56,36,1
60,67,84,18,39,79,30,82,72,1
23,35,22,63,40,39,48,44,71,1
29,19,63,67,25,34,52,35,42,0
57,99,66,21,90,92,61,61,85,1
28,19,63,14,92,73,75,60,42,0
59,2,5,59,48,24,89,22,5,1
57,90,97,21,16,96,77,59,19,1
12,52,64,20,38,43,70,83,45,0
51,45,67,17,48,91,33,96,93,1
73,30,28,67,20,51,21,2,5,1
48,86,87,71,84,86,22,82,38,1
26,38,61,65,55,51,56,40,96,1
52,23,98,9,71,94,100,23,93,0
73,39,19,79,97,73,6,24,41,1
98,54,68,42,59,77,46,94,60,1
22,2,51,39,94,39,34,99,84,0
15,48,38,78,33,85,19,59,31,1
14,68,47,87,21,22,62,57,80,1
7,49,5,37,42,97,90,83,16,1
85,18,24,86,15,17,46,100,33,1
9,97,36,95,38,96,86,11,26,1
55,83,74,24,45,58,2,7,53,1
78,34,55,27,18,26,81,32,20,1
8,37,15,48,87,87,51,93,36,1
56,0,98,13,7,95,25,8,39,0
35,20,71,79,94,68,96,85,11,0
60,2,19,4,35,90,29,73,54,1
56,40,25,66,94,2,45,85,51,1
84,84,83,63,48,11,33,13,23,1
16,61,13,81,41,64,94,88,68,1
13,55,85,34,76,26,68,82,97,0
19,62,34,48,90,32,99,33,70,1
54,2,83,6,2,93,79,4,10,0
11,99,94,70,95,14,70,48,48,1
68,44,4,78,42,85,23,71,52,1
2,1,72,93,41,2,22,71,38,0
99,19,64,38,86,73,93,69,83,1
4,86,64,35,75,94,53,66,89,1
51,91,8,22,86,8,85,36,70,1
96,33,20,28,35,57,86,2,43,1
58,45,80,9,58,44,32,98,46,1
30,35,31,86,59,29,16,1,58,1
37,70,27,58,85,25,57,12,77,1
22,68,25,91,78,41,28,75,84,1
61,5,64,32,25,63,34,14,73,1
32,1,45,90,80,32,52,23,0,0
92,85,18,87,59,27,28,14,21,1
22,29,86,49,85,18,18,55,44,0
90,77,100,88,38,97,96,37,12,1
52,87,95,51,0,66,31,49,92,1
64,60,94,42,41,69,1,25,66,1
56,32,84,46,17,32,64,25,87,1
79,20,22,76,11,19,88,54,91,1
83,75,79,12,35,19,62,58,13,1
4,96,75,8,19,76,38,26,50,1
35,96,50,26,62,77,14,51,82,1
26,8,98,64,39,56,3,7,40,0
30,60,99,81,54,37,95,76,92,0
52,38,19,59,63,35,11,60,24,1
46,27,96,6,28,68,32,70,100,0
22,38,61,17,31,63,57,64,92,0
80,22,68,84,50,29,0,86,20,1
48,35,88,45,36,25,84,38,43,0
79,83,49,69,55,57,1,30,93,1
18,48,74,21,25,27,39,100,38,0
28,25,12,11,68,91,8,11,82,1
64,27,90,70,83,47,29,76,22,1
75,81,61,77,38,80,66,64,68,1
79,74,72,43,62,4,30,96,63,1
62,19,79,99,19,84,78,46,93,1
8,55,72,11,66,56,32,22,76,0
89,92,8,63,76,79,61,53,58,1
62,22,20,45,60,8,59,25,37,1
21,44,80,13,69,92,85,12,77,0
77,98,47,5,65,12,79,87,86,1
29,45,30,61,35,45,16,86,28,1
12,82,63,4,95,82,20,5,63,1
15,83,36,88,51,33,47,29,16,1
48,36,100,46,47,36,22,62,51,0
17,80,3,97,96,97,57,90,0,1
74,22,81,4,48,19,77,29,98,1
15,67,37,22,22,96,44,74,1,1
58,68,47,71,26,1,73,97,18,1
46,56,78,49,47,70,89,41,42,1
69,89,79,21,63,33,16,25,91,1
10,27,75,2,43,16,31,69,86,0
96,85,40,26,97,69,95,5,96,1
42,10,17,31,71,74,91,43,27,1
96,5,5,57,40,78,20,94,13,1
90,77,40,9,70,31,75,82,2,1
81,56,78,66,9,39,89,47,74,1
51,64,86,41,23,70,15,19,83,1
33,99,74,15,68,31,53,25,79,1
60,67,83,77,46,35,52,97,24,1
88,48,17,2,30,53,76,47,72,1
33,78,1,74,94,73,56,2,37,1
10,5,90,98,31,37,77,60,48,0
57,85,75,62,69,78,34,77,8,1
34,50,95,9,85,62,9,73,42,0
23,63,23,40,11,35,11,73,12,1
56,38,93,20,97,94,66,15,16,1
12,47,44,46,25,23,58,35,10,1
81,55,63,74,85,15,46,58,84,1
98,39,46,53,81,12,14,79,89,1
79,23,90,33,15,22,62,79,89,1
89,1,87,66,37,77,87,99,6,1
7,75,11,4,56,64,29,75,90,1
91,15,99,55,60,72,80,25,35,1
50,83,95,65,87,24,31,29,96,1
5,91,44,68,22,43,48,96,35,1
98,55,96,88,83,2,6,2,96,1
31,73,100,52,76,90,44,86,30,1
0,78,41,67,21,38,10,42,98,1
2,74,8,97,17,100,17,11,25,1
65,2,35,10,98,94,42,53,98,1
52,66,2,71,40,11,33,62,74,1
1,45,50,80,70,80,82,15,54,0
54,90,78,71,90,39,4,91,87,1
86,98,21,32,71,11,10,34,96,1
91,28,58,82,56,57,88,94,76,1
60,24,35,22,19,45,23,44,39,1
55,77,0,96,14,12,87,15,92,1
38,25,57,50,57,49,25,67,84,1
15,99,77,2,56,62,24,23,79,1
27,81,90,5,12,99,47,7,53,1
25,36,89,10,100,58,26,34,10,0
6,94,60,44,93,63,11,54,63,1
30,71,18,100,87,55,60,59,7,1
21,99,61,87,45,37,15,54,72,1
89,95,66,58,2,68,15,100,87,1
71,73,3,43,35,27,66,36,34,1
62,41,100,67,66,84,50,11,86,1
97,95,31,73,18,70,90,25,2,1
77,5,7,93,39,72,98,19,8,1
89,19,88,98,71,93,5,2,32,1
51,88,89,16,41,16,23,100,65,1
33,7,37,89,98,49,47,72,89,1
20,45,7,10,36,13,7,35,27,1
24,10,19,67,62,50,6,56,88,1
53,18,43,25,80,84,94,35,18,1
13,89,74,25,87,98,32,13,85,1
88,71,31,79,7,62,23,76,62,1
4,44,19,55,74,74,61,90,23,1
56,31,64,15,16,58,62,76,66,1
54,17,66,74,54,88,16,39,30,1
11,33,65,81,32,45,56,9,81,0
66,38,37,85,42,20,90,66,15,1
98,54,42,17,15,75,18,17,77,1
9,70,2,2,69,52,27,2,0,1
47,89,72,40,9,46,99,24,92,1
32,93,84,12,3,85,76,19,93,1
2,67,37,27,21,86,62,65,97,1
86,99,84,54,25,15,31,87,12,1
82,99,1,54,95,24,58,61,26,1
100,74,80,10,25,76,67,5,76,1
81,41,93,56,3,26,71,24,11,1
46,87,81,51,60,92,27,93,39,1
84,69,5,74,95,78,55,37,46,1
43,17,72,59,47,21,100,79,69,0
72,85,47,56,76,1,86,90,29,1
75,55,64,64,27,65,52,68,71,1
85,6,55,58,0,14,36,63,78,1
93,12,97,30,95,77,35,9,42,1
20,22,75,94,15,85,71,34,51,0
12,44,14,53,78,14,77,18,69,1
1,42,14,74,85,46,77,13,13,1
18,100,69,98,91,71,1,96,12,1
71,27,7,95,52,97,14,30,33,1
62,93,21,12,20,87,61,62,69,1
70,72,85,22,29,62,49,65,95,1
17,59,8,90,39,6,59,66,9,1
35,56,64,54,91,32,51,85,53,1
7,57,63,86,78,8,54,85,78,1
65,13,44,70,16,13,84,62,61,1
75,95,89,87,21,11,53,74,13,1
62,94,24,68,64,44,75,25,36,1
44,21,92,52,17,20,74,67,14,0
65,50,28,88,86,64,20,54,57,1
26,42,39,89,72,51,100,65,65,1
76,41,82,55,33,89,78,63,88,1
11,11,88,81,93,25,20,37,56,0
95,13,24,0,100,25,76,45,61,1
52,59,60,12,35,47,14,30,15,1
65,25,45,61,1,61,22,58,47,1
32,88,99,46,33,38,49,57,13,1
60,25,41,67,35,87,86,77,92,1
14,65,41,91,6,85,80,22,8,1
76,65,77,70,14,32,67,87,25,1
48,42,61,69,46,26,81,52,54,1
40,82,48,80,93,34,69,23,12,1
70,99,84,53,80,47,9,27,63,1
42,26,56,86,31,24,28,71,31,1
50,0,97,76,42,54,34,32,99,0
28,52,97,28,68,67,49,48,9,0
79,72,62,4,92,78,27,71,12,1
74,97,99,74,79,94,26,51,74,1
68,58,8,81,10,84,80,5,19,1
88,53,78,44,54,61,25,69,81,1
3,76,7,79,67,20,86,83,55,1
10,87,66,14,57,75,4,94,70,1
37,77,62,52,62,35,98,28,37,1
1,18,60,80,57,62,38,89,38,0
82,86,22,38,77,60,49,5,77,1
81,35,10,73,45,8,53,9,54,1
12,30,17,85,7,81,41,76,60,1
79,26,9,32,52,6,100,28,87,1
61,94,42,32,20,81,74,93,83,1
60,31,30,47,42,20,6,84,70,1
51,100,14,40,57,88,95,71,14,1
49,75,21,8,53,41,67,99,27,1
14,70,12,22,0,41,77,71,66,1
1,46,39,16,27,39,88,7,84,1
33,88,42,97,73,75,13,58,61,1
66,54,68,89,43,67,44,72,32,1
65,28,38,13,84,17,46,12,38,1
88,17,18,70,13,36,95,100,12,1
2,4,95,43,45,83,65,78,9,0
56,90,52,80,60,92,26,77,29,1
30,93,52,83,36,40,17,13,74,1
74,31,17,35,9,42,29,23,28,1
42,43,56,98,75,49,94,23,15,1
16,50,47,56,98,5,57,30,8,1
86,65,18,20,37,62,7,87,66,1
3,43,30,57,28,34,46,2,36,1
70,59,48,4,95,48,89,97,6,1
13,43,9,25,78,81,97,77,77,1
49,17,84,24,60,35,84,47,48,0
82,61,99,35,86,16,94,53,99,1
31,73,10,57,7,71,53,22,9,1
42,27,5,47,4,12,32,33,71,1
2,53,89,75,11,89,51,80,51,0
17,67,75,100,66,27,4,22,88,1
12,50,28,20,82,35,35,98,10,1
31,53,14,94,48,40,67,66,14,1
13,10,50,80,17,17,57,96,34,0
77,37,56,96,97,27,97,80,53,1
100,79,98,74,8,28,29,4,13,1
92,18,87,5,27,67,15,76,13,1
94,69,58,66,79,76,86,50,16,1
49,41,48,66,36,41,52,63,90,1
79,19,12,58,15,89,49,18,36,1
27,17,70,48,96,43,84,32,74,0
68,87,28,11,37,0,50,33,78,1
44,73,35,64,68,19,1,9,16,1
82,16,23,48,47,99,18,33,24,1
88,74,69,88,65,57,75,17,6,1
67,68,35,19,56,40,83,75,89,1
62,97,91,94,32,46,77,95,64,1
85,84,19,72,22,62,6,86,59,1
33,42,27,61,65,29,65,57,78,1
82,91,91,62,35,68,99,62,71,1
51,48,74,89,9,78,59,5,89,1
50,0,100,48,22,76,4,76,5,0
1,33,19,82,24,28,72,65,87,1
53,85,95,50,74,67,47,28,43,1
63,24,23,56,60,98,6,75,41,1
76,88,46,27,25,0,21,23,64,1
91,42,85,85,7,8,22,57,25,1
94,21,93,96,55,49,72,28,68,1
90,18,85,84,20,38,61,78,90,1
98,56,45,7,30,88,55,99,79,1
55,26,24,80,21,90,2,0,75,1
2,24,26,38,82,74,13,75,65,0
28,21,77,51,31,12,51,64,42,0
37,47,16,8,49,10,52,21,53,1
47,21,66,29,50,17,66,84,88,1
16,84,92,18,77,75,6,100,91,1
53,6,9,36,40,88,92,80,53,1
46,66,1,3,99,57,20,38,34,1
2,16,32,8,43,84,21,55,39,0
41,40,42,34,44,70,79,47,72,1
49,75,82,71,22,32,26,82,3,1
22,18,56,8,9,51,92,19,84,0
42,20,47,8,39,74,15,2,39,1
43,98,4,32,4,0,52,45,58,1
81,27,92,68,11,90,0,95,89,1
45,22,91,12,64,57,3,4,42,0
31,23,72,78,67,67,39,6,34,0
31,93,54,54,53,92,43,85,0,1
49,19,81,67,3,24,94,17,91,0
50,46,99,63,96,28,89,59,43,0
83,91,29,32,25,33,27,52,49,1
58,86,44,9,54,69,39,42,0,1
80,28,37,10,67,73,93,40,96,1
82,91,9,72,8,29,8,99,95,1
96,81,73,31,72,47,54,39,67,1
67,93,79,40,100,11,53,44,98,1
24,19,72,97,28,67,71,21,49,0
87,57,38,62,21,82,55,84,27,1
91,87,37,13,80,98,19,65,48,1
60,96,1,49,43,54,56,15,14,1
16,74,18,100,63,73,28,26,22,1
13,67,47,99,100,99,77,49,71,1
38,39,56,19,21,46,53,57,36,1
91,77,57,80,4,84,79,44,34,1
73,57,0,73,97,91,20,62,46,1
89,9,72,95,64,82,95,91,55,1
72,94,48,24,35,18,61,22,5,1
98,22,13,12,40,29,64,88,27,1
33,87,21,14,1,55,40,35,3,1
11,58,14,78,56,88,37,87,65,1
54,10,18,8,19,27,99,27,41,1
41,66,89,77,10,27,54,90,91,1
80,68,39,75,26,27,46,97,64,1
83,47,97,97,99,43,62,75,72,1
25,49,32,9,63,35,69,42,84,1
9,55,4,42,82,81,1,82,52,1
62,18,45,96,22,81,55,50,99,1
9,80,37,33,26,46,65,0,84,1
96,97,60,83,47,89,12,32,98,1
33,12,89,48,61,72,15,15,24,0
86,95,78,99,80,46,31,71,68,1
9,9,24,8,16,77,46,78,61,0
100,37,39,53,53,18,74,57,81,1
75,77,32,21,63,22,22,38,42,1
98,39,6,55,45,79,8,81,52,1
97,37,80,11,34,54,61,18,84,1
38,19,12,72,46,67,47,10,18,1
49,25,59,99,18,25,61,35,62,1
74,82,43,25,36,23,72,21,52,1
100,77,6,69,97,93,27,32,91,1
85,85,27,24,58,93,27,93,10,1
87,40,52,31,95,86,0,92,27,1
29,37,47,99,35,61,74,91,15,1
11,38,56,0,93,51,47,29,22,0
73,85,5,65,42,17,35,32,70,1
89,28,90,3,56,90,73,36,62,1
38,99,27,5,67,63,59,63,84,1
43,94,99,69,74,56,94,43,81,1
91,75,57,81,49,73,15,72,46,1
87,36,77,5,88,9,21,28,96,1
84,92,74,10,1,31,47,44,62,1
12,67,17,89,5,39,24,19,87,1
57,38,76,17,91,28,36,67,21,1
3,85,26,96,82,38,27,20,13,1
6,7,71,38,51,44,72,90,24,0
39,38,92,74,43,11,93,26,65,0
56,12,100,62,77,23,1,50,8,0
85,18,59,34,77,53,11,68,12,1
35,53,95,71,30,13,7,94,91,0
52,14,78,80,92,67,53,37,98,0
72,94,95,60,4,3,73,86,10,1
92,100,84,95,38,17,17,56,10,1
88,40,46,19,51,56,70,0,49,1
32,88,35,51,89,29,13,41,83,1
41,29,62,66,95,36,30,46,43,1
26,75,22,10,8,90,56,46,27,1
76,41,23,13,72,50,31,99,82,1
77,6,85,27,7,39,29,70,44,0
0,40,32,50,3,80,29,66,56,1
42,2,13,85,15,28,80,66,95,1
69,59,69,77,9,78,98,2,76,1
84,23,49,34,53,25,45,92,77,1
50,98,74,71,56,87,47,88,46,1
63,23,16,42,71,90,25,7,61,1
2,99,28,76,85,71,96,19,56,1
21,40,93,52,53,60,99,2,88,0
25,67,14,93,17,89,39,21,3,1
37,3,33,23,48,84,2,61,46,1
7,53,33,78,48,41,37,64,28,1
45,90,47,67,16,5,39,91,18,1
70,77,85,53,77,78,87,51,32,1
95,98,51,80,95,64,35,42,52,1
65,26,70,20,23,35,96,80,49,1
18,40,23,66,44,84,70,2,65,1
10,18,80,12,35,99,49,81,39,0
34,85,64,42,67,88,67,77,68,1
54,4,47,19,81,41,36,54,84,1
63,100,72,50,72,86,67,87,40,1
34,64,7,9,94,51,41,33,61,1
34,8,92,32,94,34,89,52,61,0
7,42,89,79,3,45,82,53,73,0
63,76,68,8,86,50,98,53,70,1
36,6,12,71,24,18,21,13,81,1
88,34,89,13,13,64,60,37,89,1
94,93,99,99,83,84,7,22,18,1
94,19,97,62,49,99,45,92,31,1
80,70,73,82,47,28,30,26,12,1
37,97,42,32,73,0,46,91,82,1
14,2,69,41,4,38,21,70,62,0
69,55,50,79,45,6,36,89,35,1
30,79,24,33,29,93,50,10,0,1
84,19,4,81,43,67,88,88,46,1
82,94,99,45,55,19,49,95,43,1
97,16,44,93,0,47,7,69,53,1
85,66,11,20,23,53,18,7,2,1
20,84,91,69,91,24,97,20,97,1
83,32,15,75,69,20,69,71,2,1
52,79,23,7,20,61,4,69,82,1
32,45,13,34,23,62,58,28,18,1
88,28,13,40,61,21,87,90,86,1
42,46,14,67,3,81,2,58,9,1
83,77,72,73,52,34,94,71,14,1
1,91,48,53,20,65,88,40,59,1
27,54,25,65,43,67,79,80,52,1
5,7,5,7,5,16,94,53,34,1
69,20,22,97,59,72,19,17,70,1
85,49,84,72,22,80,23,22,66,1
15,56,36,15,11,21,35,41,17,1
93,82,30,27,59,36,21,36,93,1
36,48,6,38,88,59,45,52,46,1
37,84,26,29,20,64,14,68,41,1
79,4,100,35,67,72,87,8,41,0
66,0,50,51,90,25,37,56,88,1
96,60,70,16,17,29,26,5,44,1
52,34,73,65,88,65,53,15,92,1
44,51,31,14,68,53,52,26,13,1
87,85,16,63,61,0,59,99,54,1
17,80,87,26,15,94,98,45,8,1
55,39,40,82,84,46,9,16,78,1
71,28,44,5,48,55,8,14,90,1
67,72,91,75,64,2,47,47,29,1
77,80,48,25,75,11,57,99,94,1
4,98,22,88,83,17,47,48,36,1
53,85,21,76,2,28,78,29,6,1
48,50,42,58,9,81,3,29,16,1
65,88,15,2,37,33,40,6,66,1
57,94,17,9,79,64,52,34,27,1
0,63,32,99,19,46,34,98,38,1
43,16,94,55,87,71,78,6,4,0
43,51,93,55,68,28,8,46,51,1
88,99,1,29,96,15,96,19,99,1
67,19,72,92,45,32,38,3,52,1
60,81,12,26,36,16,36,13,2,1
18,15,63,62,51,35,56,99,93,0
84,92,68,44,5,92,70,34,40,1
5,81,31,52,95,93,45,12,44,1
52,3,87,61,9,78,61,15,6,0
13,26,100,96,68,32,45,66,9,0
16,28,77,74,34,27,15,36,57,0
58,97,22,96,21,2,87,68,22,1
60,4,30,98,14,11,44,98,68,1
23,90,61,69,13,59,42,17,92,1
5,97,27,62,13,93,6,10,44,1
39,0,46,54,78,38,59,73,97,0
35,76,21,23,45,86,66,87,91,1
53,44,90,27,62,71,73,35,17,1
7,66,79,51,73,31,45,94,89,0
23,36,36,39,39,4,62,17,71,1
35,52,52,13,62,87,11,86,52,1
63,54,75,40,60,75,69,96,99,1
43,68,78,54,92,7,54,98,49,1
